merchant_id,status_conta,status_seller,dias_desde_ativacao,idade_loja_dias,gmv_ultimos_30d,gmv_ultimos_90d,numero_vendas_30d,numero_vendas_90d,usa_nuvem_marketing,usa_nuvem_chat,usa_concorrente
102109,ativo,medium-seller,180,888,32673,101489,92,261,nao,nao,nao
102110,churnado,no-seller,139,535,0,0,0,0,sim,nao,nao
102111,churnado,struggling-seller,33,136,252,712,2,6,sim,nao,nao
102112,ativo,no-seller,7,261,0,0,0,0,sim,nao,nao
102113,ativo,no-seller,141,247,0,0,0,0,nao,nao,nao
102114,ativo,no-seller,206,228,0,0,0,0,nao,nao,nao
102115,ativo,no-seller,93,1234,0,0,0,0,sim,nao,nao
102116,ativo,no-seller,8,3378,0,0,0,0,nao,nao,nao
102117,ativo,no-seller,66,678,0,0,0,0,nao,nao,nao
102118,ativo,no-seller,95,2006,0,0,0,0,nao,nao,nao
102119,ativo,no-seller,9,67,0,0,0,0,sim,nao,nao
102120,ativo,no-seller,179,785,0,0,0,0,sim,nao,nao
102121,ativo,no-seller,433,800,0,0,0,0,nao,nao,nao
102122,ativo,struggling-seller,32,77,0,230,0,1,sim,nao,nao
102123,ativo,no-seller,524,1115,0,0,0,0,nao,nao,nao
102124,ativo,struggling-seller,235,677,128,256,1,2,nao,nao,nao
102125,ativo,struggling-seller,34,133,278,649,2,5,nao,nao,nao
102126,cancelado,struggling-seller,491,2308,396,1292,2,6,nao,nao,sim
102127,ativo,tiny-seller,4,637,1656,3161,4,8,nao,nao,nao
102128,churnado,no-seller,625,818,0,0,0,0,nao,nao,nao
102129,ativo,struggling-seller,22,2124,368,773,2,4,nao,nao,nao
102130,ativo,no-seller,428,1940,0,0,0,0,nao,nao,nao
102131,ativo,struggling-seller,10,427,197,540,2,6,nao,nao,nao
102132,ativo,no-seller,284,3228,0,0,0,0,nao,nao,nao
102133,ativo,no-seller,234,1261,0,0,0,0,nao,nao,nao
102134,ativo,small-seller,574,2492,6917,29199,22,86,sim,nao,nao
102135,ativo,small-seller,438,3487,18948,61034,38,126,nao,nao,nao
102136,ativo,no-seller,165,366,0,0,0,0,nao,nao,nao
102137,ativo,tiny-seller,144,2087,2108,5530,8,21,nao,nao,nao
102138,ativo,no-seller,243,352,0,0,0,0,sim,nao,nao
102139,ativo,medium-seller,220,1454,61785,166231,161,410,nao,nao,nao
102140,ativo,no-seller,244,426,0,0,0,0,nao,nao,sim
102141,ativo,tiny-seller,308,2363,1234,3674,5,15,nao,nao,nao
102142,ativo,small-seller,507,557,14585,33161,27,64,sim,nao,nao
102143,ativo,tiny-seller,28,2301,1505,4243,5,14,sim,nao,nao
102144,ativo,no-seller,784,1491,0,0,0,0,nao,nao,sim
102145,ativo,tiny-seller,47,1000,2353,7718,8,25,nao,nao,nao
102146,ativo,no-seller,46,193,0,0,0,0,nao,nao,nao
102147,ativo,medium-seller,687,956,22764,79237,49,164,nao,nao,nao
102148,ativo,struggling-seller,513,1550,187,854,1,5,nao,nao,nao
102149,ativo,no-seller,472,476,0,0,0,0,sim,nao,nao
102150,ativo,struggling-seller,118,229,371,1142,2,6,sim,nao,nao
102151,ativo,no-seller,69,994,0,0,0,0,nao,nao,nao
102152,ativo,struggling-seller,190,774,143,614,1,4,nao,nao,nao
102153,ativo,no-seller,31,44,0,0,0,0,nao,nao,nao
102154,ativo,no-seller,379,485,0,0,0,0,nao,nao,nao
102155,ativo,tiny-seller,20,31,1494,4194,9,26,nao,nao,nao
102156,ativo,struggling-seller,423,2155,214,684,1,3,sim,nao,nao
102157,ativo,medium-seller,547,1589,37814,108995,83,231,nao,nao,sim
102158,ativo,no-seller,77,2366,0,0,0,0,nao,nao,nao
102159,ativo,no-seller,113,627,0,0,0,0,nao,nao,nao
102160,ativo,no-seller,601,2114,0,0,0,0,nao,nao,nao
102161,ativo,small-seller,749,1550,3701,8851,17,38,nao,sim,nao
102162,ativo,no-seller,781,2023,0,0,0,0,nao,nao,nao
102163,ativo,no-seller,241,268,0,0,0,0,nao,nao,nao
102164,ativo,no-seller,21,149,0,0,0,0,nao,nao,nao
102165,ativo,medium-seller,19,276,67190,166753,129,345,nao,nao,nao
102166,ativo,no-seller,362,401,0,0,0,0,nao,nao,nao
102167,cancelado,no-seller,759,1650,0,0,0,0,nao,nao,sim
102168,ativo,struggling-seller,273,2523,98,272,1,3,nao,nao,nao
102169,ativo,no-seller,719,2440,0,0,0,0,nao,nao,nao
102170,ativo,tiny-seller,68,95,1283,3424,4,11,nao,nao,nao
102171,churnado,no-seller,69,146,0,0,0,0,nao,nao,nao
102172,ativo,no-seller,142,758,0,0,0,0,nao,nao,nao
102173,churnado,no-seller,16,99,0,0,0,0,nao,nao,nao
102174,ativo,no-seller,676,3053,0,0,0,0,nao,nao,nao
102175,ativo,struggling-seller,48,201,382,868,2,5,nao,nao,sim
102176,ativo,small-seller,409,2925,4341,10305,13,33,nao,nao,nao
102177,ativo,medium-seller,42,3115,155120,425920,288,744,sim,nao,nao
102178,ativo,tiny-seller,143,170,3656,9433,8,22,sim,nao,nao
102179,ativo,no-seller,605,2728,0,0,0,0,sim,sim,sim
102180,ativo,no-seller,143,361,0,0,0,0,nao,nao,nao
102181,ativo,small-seller,630,1487,4116,9621,13,32,nao,nao,nao
102182,ativo,no-seller,771,818,0,0,0,0,sim,nao,nao
102183,ativo,no-seller,65,260,0,0,0,0,nao,nao,nao
102184,churnado,no-seller,14,165,0,0,0,0,nao,nao,nao
102185,ativo,no-seller,16,33,0,0,0,0,nao,nao,nao
102186,ativo,tiny-seller,409,413,1715,5414,5,17,nao,nao,nao
102187,trial,tiny-seller,157,647,1012,2368,6,14,nao,nao,sim
102188,churnado,no-seller,224,1762,0,0,0,0,nao,nao,nao
102189,ativo,struggling-seller,40,294,145,267,1,2,nao,nao,nao
102190,ativo,no-seller,65,3125,0,0,0,0,nao,nao,nao
102191,ativo,medium-seller,56,118,73112,245471,146,481,nao,sim,nao
102192,ativo,no-seller,51,88,0,0,0,0,nao,nao,nao
102193,ativo,small-seller,13,53,5822,14339,30,75,nao,nao,nao
102194,ativo,struggling-seller,762,1517,137,265,1,2,sim,sim,nao
102195,ativo,no-seller,13,33,0,0,0,0,nao,nao,sim
102196,ativo,no-seller,61,168,0,0,0,0,nao,nao,nao
102197,cancelado,no-seller,334,2738,0,0,0,0,nao,nao,sim
102198,ativo,no-seller,314,378,0,0,0,0,nao,nao,nao
102199,ativo,large-seller,141,962,212599,794672,330,1258,sim,nao,nao
102200,ativo,struggling-seller,157,2710,312,757,2,5,nao,nao,nao
102201,ativo,no-seller,562,2273,0,0,0,0,sim,nao,nao
102202,ativo,no-seller,407,876,0,0,0,0,nao,nao,nao
102203,ativo,no-seller,22,883,0,0,0,0,nao,nao,sim
102204,ativo,struggling-seller,102,760,318,779,2,5,sim,nao,nao
102205,ativo,struggling-seller,62,134,418,1153,2,5,sim,nao,nao
102206,ativo,tiny-seller,78,161,1649,3681,6,14,nao,nao,nao
102207,ativo,no-seller,710,2914,0,0,0,0,nao,nao,nao
102208,ativo,no-seller,6,96,0,0,0,0,nao,sim,nao
102209,ativo,no-seller,784,2151,0,0,0,0,nao,nao,nao
102210,ativo,small-seller,137,210,8690,26117,28,92,nao,nao,nao
102211,ativo,struggling-seller,321,513,138,253,1,2,nao,nao,nao
102212,ativo,small-seller,52,79,13107,42004,27,82,nao,nao,nao
102213,ativo,no-seller,6,38,0,0,0,0,nao,nao,nao
102214,ativo,struggling-seller,126,202,333,1033,2,6,sim,nao,nao
102215,ativo,struggling-seller,62,394,152,290,2,4,nao,sim,nao
102216,ativo,struggling-seller,500,775,173,814,1,5,nao,nao,nao
102217,ativo,small-seller,205,431,22306,55685,46,117,sim,sim,nao
102218,ativo,no-seller,218,1627,0,0,0,0,nao,nao,nao
102219,ativo,no-seller,12,220,0,0,0,0,nao,nao,nao
102220,ativo,no-seller,442,899,0,0,0,0,nao,nao,nao
102221,ativo,tiny-seller,452,755,740,2051,3,9,nao,nao,nao
102222,ativo,tiny-seller,157,735,2179,4873,8,19,nao,nao,nao
102223,ativo,struggling-seller,399,1540,223,863,1,4,nao,nao,nao
102224,ativo,struggling-seller,559,1689,446,1169,2,5,nao,nao,nao
102225,ativo,no-seller,286,1872,0,0,0,0,nao,sim,nao
102226,ativo,struggling-seller,782,1085,263,741,2,6,nao,sim,nao
102227,ativo,medium-seller,154,439,55322,132422,111,253,nao,nao,nao
102228,churnado,small-seller,56,87,4109,11911,18,52,nao,sim,nao
102229,ativo,no-seller,242,3172,0,0,0,0,nao,nao,nao
102230,ativo,no-seller,705,1040,0,0,0,0,nao,nao,nao
102231,ativo,no-seller,134,231,0,0,0,0,nao,nao,sim
102232,ativo,struggling-seller,227,1839,0,110,0,1,nao,sim,sim
102233,ativo,struggling-seller,174,179,0,157,0,1,sim,nao,nao
102234,ativo,struggling-seller,126,1153,170,470,2,5,nao,sim,nao
102235,ativo,struggling-seller,407,979,213,607,2,6,nao,nao,nao
102236,ativo,no-seller,617,2197,0,0,0,0,nao,nao,nao
102237,ativo,struggling-seller,174,249,356,937,2,5,nao,nao,nao
102238,ativo,small-seller,311,1388,3829,8711,16,37,nao,nao,nao
102239,ativo,tiny-seller,102,861,1022,3694,6,22,sim,nao,nao
102240,ativo,no-seller,259,3085,0,0,0,0,nao,nao,nao
102241,ativo,no-seller,98,187,0,0,0,0,nao,sim,nao
102242,ativo,no-seller,341,507,0,0,0,0,nao,sim,nao
102243,ativo,no-seller,731,2991,0,0,0,0,nao,nao,nao
102244,ativo,tiny-seller,654,2034,1303,3782,7,22,nao,nao,nao
102245,ativo,no-seller,17,30,0,0,0,0,nao,nao,sim
102246,ativo,small-seller,410,457,6829,25918,15,58,nao,nao,nao
102247,ativo,small-seller,423,1768,14975,46582,42,137,nao,nao,nao
102248,ativo,no-seller,295,370,0,0,0,0,nao,nao,nao
102249,cancelado,no-seller,2,155,0,0,0,0,nao,nao,nao
102250,ativo,no-seller,222,418,0,0,0,0,nao,nao,nao
102251,ativo,medium-seller,417,1309,33478,100408,74,220,nao,nao,nao
102252,ativo,struggling-seller,147,1914,135,496,1,4,nao,nao,nao
102253,ativo,no-seller,8,141,0,0,0,0,nao,nao,nao
102254,ativo,no-seller,175,180,0,0,0,0,nao,nao,nao
102255,ativo,struggling-seller,71,178,178,342,2,4,nao,sim,nao
102256,ativo,no-seller,450,455,0,0,0,0,nao,nao,nao
102257,ativo,struggling-seller,183,190,0,80,0,1,nao,sim,nao
102258,ativo,tiny-seller,262,1651,1845,4611,5,12,sim,nao,sim
102259,ativo,medium-seller,271,431,92068,198721,260,608,sim,nao,nao
102260,ativo,no-seller,212,392,0,0,0,0,nao,nao,nao
102261,ativo,struggling-seller,495,522,273,516,1,2,sim,nao,nao
102262,ativo,no-seller,109,252,0,0,0,0,sim,nao,nao
102263,ativo,no-seller,20,31,0,0,0,0,sim,sim,nao
102264,ativo,struggling-seller,2,113,168,368,1,2,nao,nao,nao
102265,ativo,no-seller,275,2224,0,0,0,0,nao,nao,nao
102266,ativo,no-seller,21,79,0,0,0,0,nao,nao,nao
102267,ativo,tiny-seller,101,178,1004,2747,3,8,nao,nao,nao
102268,ativo,no-seller,10,1260,0,0,0,0,nao,nao,nao
102269,ativo,medium-seller,17,116,54604,223209,151,561,sim,nao,nao
102270,ativo,no-seller,79,101,0,0,0,0,sim,sim,nao
102271,ativo,struggling-seller,361,705,125,252,1,2,nao,nao,nao
102272,ativo,medium-seller,380,958,128851,267960,214,481,nao,nao,nao
102273,ativo,no-seller,317,1701,0,0,0,0,nao,nao,nao
102274,ativo,struggling-seller,16,119,224,621,1,3,nao,nao,nao
102275,ativo,tiny-seller,264,539,1246,3643,5,16,nao,nao,nao
102276,ativo,struggling-seller,22,260,191,384,1,2,nao,nao,nao
102277,ativo,struggling-seller,4,34,449,842,2,4,sim,nao,nao
102278,ativo,no-seller,54,851,0,0,0,0,nao,sim,nao
102279,ativo,struggling-seller,6,57,226,741,2,6,nao,nao,nao
102280,churnado,no-seller,4,35,0,0,0,0,nao,nao,nao
102281,ativo,medium-seller,754,887,88133,214074,173,430,nao,nao,nao
102282,ativo,small-seller,255,3301,10820,37645,42,141,sim,nao,nao
102283,trial,no-seller,56,3173,0,0,0,0,nao,nao,nao
102284,ativo,struggling-seller,115,252,175,919,1,5,nao,nao,nao
102285,ativo,no-seller,186,446,0,0,0,0,nao,nao,nao
102286,ativo,no-seller,147,179,0,0,0,0,nao,sim,nao
102287,ativo,tiny-seller,187,821,3270,8794,10,29,nao,nao,nao
102288,ativo,struggling-seller,213,2002,0,125,0,1,nao,nao,nao
102289,ativo,no-seller,4,50,0,0,0,0,nao,nao,nao
102290,ativo,tiny-seller,91,555,1606,4326,7,18,sim,nao,nao
102291,ativo,no-seller,40,258,0,0,0,0,nao,nao,nao
102292,ativo,no-seller,9,181,0,0,0,0,nao,nao,sim
102293,ativo,no-seller,353,3237,0,0,0,0,nao,nao,nao
102294,ativo,no-seller,780,3062,0,0,0,0,nao,nao,nao
102295,ativo,struggling-seller,321,2147,163,513,1,3,nao,nao,nao
102296,ativo,no-seller,687,2101,0,0,0,0,nao,nao,nao
102297,churnado,no-seller,4,270,0,0,0,0,nao,sim,nao
102298,ativo,no-seller,40,116,0,0,0,0,nao,nao,nao
102299,ativo,struggling-seller,471,838,0,142,0,1,sim,nao,nao
102300,ativo,tiny-seller,614,1380,1564,3337,5,11,nao,nao,nao
102301,ativo,struggling-seller,751,1262,96,296,1,3,nao,nao,nao
102302,ativo,no-seller,12,639,0,0,0,0,nao,nao,nao
102303,ativo,struggling-seller,114,3308,342,1086,2,6,nao,nao,nao
102304,ativo,tiny-seller,532,864,3911,10477,9,26,nao,nao,nao
102305,churnado,no-seller,427,618,0,0,0,0,nao,sim,nao
102306,ativo,small-seller,38,71,10613,26866,30,76,nao,nao,nao
102307,churnado,no-seller,22,44,0,0,0,0,nao,nao,nao
102308,ativo,no-seller,720,1578,0,0,0,0,nao,nao,sim
102309,ativo,no-seller,492,1174,0,0,0,0,sim,nao,nao
102310,ativo,no-seller,157,540,0,0,0,0,sim,sim,nao
102311,ativo,medium-seller,297,3002,54085,206949,128,496,nao,nao,nao
102312,ativo,struggling-seller,130,185,99,381,1,4,sim,nao,nao
102313,ativo,struggling-seller,231,912,0,159,0,1,nao,nao,nao
102314,ativo,no-seller,386,870,0,0,0,0,sim,nao,nao
102315,ativo,no-seller,8,31,0,0,0,0,nao,nao,nao
102316,ativo,no-seller,462,1434,0,0,0,0,nao,nao,nao
102317,ativo,struggling-seller,44,626,91,278,1,3,nao,nao,nao
102318,ativo,no-seller,300,647,0,0,0,0,nao,nao,nao
102319,ativo,no-seller,21,147,0,0,0,0,nao,nao,nao
102320,ativo,tiny-seller,288,2126,1020,2486,7,16,sim,nao,nao
102321,ativo,no-seller,18,175,0,0,0,0,nao,nao,nao
102322,ativo,no-seller,646,1138,0,0,0,0,nao,nao,nao
102323,ativo,tiny-seller,418,1100,316,1202,2,7,nao,nao,nao
102324,ativo,medium-seller,692,3014,42315,157754,87,297,sim,nao,nao
102325,ativo,tiny-seller,648,2122,1230,4030,3,10,sim,nao,sim
102326,ativo,no-seller,48,1441,0,0,0,0,nao,nao,nao
102327,ativo,tiny-seller,108,495,651,1573,4,9,nao,nao,nao
102328,ativo,no-seller,56,215,0,0,0,0,nao,nao,nao
102329,ativo,struggling-seller,537,896,87,371,1,4,nao,nao,sim
102330,ativo,no-seller,97,126,0,0,0,0,nao,nao,nao
102331,ativo,struggling-seller,203,311,83,178,1,2,nao,sim,nao
102332,trial,no-seller,133,240,0,0,0,0,nao,nao,nao
102333,ativo,struggling-seller,531,802,241,556,2,5,nao,nao,nao
102334,ativo,medium-seller,227,1549,100859,343099,174,643,sim,sim,nao
102335,ativo,no-seller,39,46,0,0,0,0,sim,nao,nao
102336,ativo,small-seller,342,1815,13085,38008,46,139,nao,nao,nao
102337,cancelado,no-seller,216,1141,0,0,0,0,nao,nao,nao
102338,ativo,tiny-seller,92,264,2972,7454,8,19,nao,nao,nao
102339,ativo,no-seller,279,2596,0,0,0,0,nao,nao,nao
102340,ativo,tiny-seller,357,1825,2100,5845,8,23,nao,sim,nao
102341,ativo,struggling-seller,783,1697,442,831,2,4,nao,nao,nao
102342,ativo,no-seller,37,40,0,0,0,0,nao,nao,nao
102343,ativo,no-seller,303,391,0,0,0,0,nao,nao,sim
102344,churnado,struggling-seller,335,946,180,516,1,3,nao,nao,nao
102345,churnado,no-seller,83,97,0,0,0,0,sim,sim,nao
102346,ativo,no-seller,5,52,0,0,0,0,nao,nao,nao
102347,ativo,no-seller,434,1865,0,0,0,0,sim,sim,nao
102348,ativo,no-seller,197,200,0,0,0,0,nao,nao,sim
102349,churnado,tiny-seller,21,30,2356,6103,11,30,nao,nao,nao
102350,ativo,no-seller,86,98,0,0,0,0,nao,sim,nao
102351,ativo,no-seller,477,1127,0,0,0,0,nao,nao,nao
102352,ativo,small-seller,742,3152,13017,37187,28,84,nao,nao,nao
102353,ativo,no-seller,642,981,0,0,0,0,nao,nao,sim
102354,ativo,no-seller,80,91,0,0,0,0,nao,nao,nao
102355,ativo,struggling-seller,423,824,147,629,1,4,nao,nao,nao
102356,ativo,struggling-seller,232,393,0,104,0,1,nao,nao,nao
102357,ativo,no-seller,254,630,0,0,0,0,nao,nao,nao
102358,ativo,struggling-seller,118,600,0,114,0,1,nao,nao,nao
102359,ativo,tiny-seller,40,56,854,3486,5,19,nao,nao,nao
102360,ativo,no-seller,370,410,0,0,0,0,nao,nao,sim
102361,ativo,no-seller,137,248,0,0,0,0,nao,nao,nao
102362,ativo,struggling-seller,479,2962,217,448,1,2,nao,nao,nao
102363,ativo,no-seller,8,72,0,0,0,0,nao,nao,nao
102364,ativo,no-seller,435,1275,0,0,0,0,sim,nao,nao
102365,ativo,no-seller,46,83,0,0,0,0,nao,nao,nao
102366,ativo,no-seller,2,36,0,0,0,0,nao,nao,sim
102367,churnado,struggling-seller,170,785,239,665,2,6,nao,nao,nao
102368,ativo,no-seller,361,1301,0,0,0,0,nao,nao,nao
102369,ativo,no-seller,28,32,0,0,0,0,nao,nao,nao
102370,ativo,tiny-seller,20,63,1863,6058,7,22,nao,sim,nao
102371,ativo,no-seller,38,90,0,0,0,0,nao,nao,nao
102372,ativo,small-seller,12,159,3289,11234,9,32,nao,nao,nao
102373,ativo,no-seller,338,3449,0,0,0,0,nao,nao,nao
102374,ativo,no-seller,30,3017,0,0,0,0,nao,sim,nao
102375,ativo,no-seller,436,2016,0,0,0,0,nao,nao,nao
102376,ativo,no-seller,0,157,0,0,0,0,nao,nao,nao
102377,churnado,no-seller,135,452,0,0,0,0,nao,sim,nao
102378,ativo,tiny-seller,14,290,1352,3322,4,10,nao,sim,sim
102379,ativo,struggling-seller,417,3097,297,797,2,5,nao,nao,nao
102380,churnado,small-seller,280,281,9818,24425,23,55,nao,nao,nao
102381,ativo,no-seller,54,335,0,0,0,0,sim,nao,nao
102382,ativo,no-seller,185,1166,0,0,0,0,nao,nao,nao
102383,ativo,no-seller,56,70,0,0,0,0,nao,nao,nao
102384,trial,small-seller,273,327,27353,67595,61,145,nao,nao,nao
102385,ativo,medium-seller,151,286,112561,277272,194,524,sim,nao,nao
102386,cancelado,tiny-seller,78,172,2086,5853,6,17,nao,nao,nao
102387,ativo,small-seller,6,47,13332,36035,58,143,nao,nao,nao
102388,ativo,no-seller,650,1108,0,0,0,0,nao,nao,nao
102389,ativo,struggling-seller,287,2665,496,928,2,4,sim,sim,nao
102390,ativo,no-seller,50,52,0,0,0,0,nao,nao,nao
102391,ativo,struggling-seller,361,627,184,350,1,2,nao,nao,nao
102392,ativo,no-seller,582,2563,0,0,0,0,sim,sim,nao
102393,ativo,struggling-seller,745,3270,513,1439,2,6,sim,nao,nao
102394,ativo,no-seller,175,367,0,0,0,0,nao,nao,nao
102395,ativo,large-seller,50,86,176884,546175,247,782,nao,nao,sim
102396,ativo,struggling-seller,439,768,159,523,1,3,nao,nao,nao
102397,cancelado,struggling-seller,215,558,0,219,0,1,nao,nao,nao
102398,trial,struggling-seller,149,167,99,205,1,2,nao,nao,nao
102399,ativo,no-seller,141,1548,0,0,0,0,nao,nao,nao
102400,ativo,no-seller,169,267,0,0,0,0,nao,nao,nao
102401,ativo,struggling-seller,32,142,113,232,1,2,nao,nao,sim
102402,cancelado,no-seller,240,408,0,0,0,0,nao,nao,nao
102403,ativo,small-seller,140,329,24256,58827,59,133,nao,nao,sim
102404,ativo,no-seller,105,1391,0,0,0,0,nao,nao,nao
102405,churnado,struggling-seller,647,1048,0,132,0,1,nao,nao,nao
102406,ativo,struggling-seller,255,439,159,580,1,4,nao,nao,nao
102407,ativo,no-seller,250,629,0,0,0,0,nao,nao,nao
102408,ativo,no-seller,576,3050,0,0,0,0,sim,nao,nao
102409,ativo,no-seller,692,2937,0,0,0,0,sim,sim,nao
102410,ativo,struggling-seller,24,2622,168,508,2,6,nao,nao,nao
102411,ativo,struggling-seller,198,710,242,743,2,6,nao,nao,sim
102412,ativo,no-seller,22,72,0,0,0,0,nao,sim,sim
102413,ativo,small-seller,474,608,14239,40407,31,87,sim,nao,nao
102414,ativo,no-seller,530,1197,0,0,0,0,nao,nao,sim
102415,ativo,top-seller,295,426,759454,2543001,1146,3767,nao,nao,nao
102416,trial,no-seller,271,1947,0,0,0,0,nao,nao,nao
102417,ativo,no-seller,111,331,0,0,0,0,nao,nao,nao
102418,ativo,small-seller,113,208,2265,7563,10,31,nao,nao,nao
102419,ativo,struggling-seller,66,117,0,229,0,1,nao,sim,nao
102420,ativo,struggling-seller,34,2863,160,498,1,3,nao,nao,nao
102421,ativo,no-seller,195,799,0,0,0,0,nao,nao,nao
102422,cancelado,no-seller,243,1162,0,0,0,0,nao,nao,nao
102423,ativo,tiny-seller,10,72,1723,4763,9,26,nao,nao,nao
102424,ativo,no-seller,741,1020,0,0,0,0,nao,nao,nao
102425,ativo,no-seller,592,3213,0,0,0,0,nao,nao,nao
102426,ativo,struggling-seller,21,244,173,563,2,6,nao,nao,nao
102427,trial,no-seller,147,312,0,0,0,0,nao,nao,nao
102428,ativo,struggling-seller,33,910,0,85,0,1,nao,nao,nao
102429,ativo,small-seller,304,427,17457,43300,54,141,nao,nao,sim
102430,ativo,no-seller,108,314,0,0,0,0,nao,sim,nao
102431,ativo,no-seller,192,2485,0,0,0,0,nao,nao,nao
102432,ativo,small-seller,769,1687,13522,36839,33,81,nao,nao,nao
102433,ativo,no-seller,47,848,0,0,0,0,nao,nao,nao
102434,ativo,struggling-seller,150,223,182,460,2,5,nao,sim,nao
102435,ativo,no-seller,195,206,0,0,0,0,nao,nao,nao
102436,ativo,no-seller,88,91,0,0,0,0,nao,nao,nao
102437,ativo,tiny-seller,256,3074,1992,8201,5,20,nao,sim,nao
102438,ativo,struggling-seller,203,1334,247,796,2,6,nao,nao,nao
102439,ativo,no-seller,279,290,0,0,0,0,nao,nao,nao
102440,ativo,no-seller,104,1701,0,0,0,0,nao,nao,sim
102441,ativo,no-seller,261,3177,0,0,0,0,nao,nao,nao
102442,ativo,no-seller,466,802,0,0,0,0,nao,nao,nao
102443,ativo,no-seller,184,1717,0,0,0,0,sim,nao,nao
102444,ativo,struggling-seller,352,1805,184,372,1,2,nao,nao,nao
102445,ativo,no-seller,462,612,0,0,0,0,nao,nao,nao
102446,trial,small-seller,139,2716,20228,57762,46,123,nao,nao,sim
102447,ativo,no-seller,127,353,0,0,0,0,nao,sim,nao
102448,ativo,medium-seller,75,236,104666,296965,213,641,sim,nao,nao
102449,ativo,no-seller,476,2867,0,0,0,0,sim,nao,nao
102450,ativo,small-seller,104,3134,12069,29128,35,79,nao,nao,nao
102451,ativo,struggling-seller,165,972,117,349,1,3,sim,nao,nao
102452,ativo,struggling-seller,404,1739,87,359,1,4,nao,sim,nao
102453,ativo,tiny-seller,180,1145,2477,5638,7,17,nao,nao,nao
102454,ativo,tiny-seller,128,132,1775,3988,5,12,sim,nao,nao
102455,ativo,no-seller,171,1384,0,0,0,0,nao,nao,sim
102456,ativo,small-seller,300,637,8022,21173,19,47,sim,nao,nao
102457,trial,no-seller,30,32,0,0,0,0,nao,nao,nao
102458,churnado,medium-seller,11,33,125370,321553,274,700,nao,nao,nao
102459,ativo,tiny-seller,463,2096,2288,7709,6,22,nao,nao,nao
102460,ativo,no-seller,229,307,0,0,0,0,nao,sim,nao
102461,ativo,no-seller,156,1351,0,0,0,0,nao,nao,nao
102462,ativo,struggling-seller,228,1229,458,1069,2,5,sim,nao,nao
102463,ativo,no-seller,471,2232,0,0,0,0,nao,nao,nao
102464,ativo,no-seller,17,34,0,0,0,0,nao,nao,nao
102465,ativo,struggling-seller,47,177,330,669,3,6,sim,nao,nao
102466,ativo,struggling-seller,596,2849,362,992,2,5,sim,nao,nao
102467,churnado,struggling-seller,7,43,177,388,1,2,nao,nao,nao
102468,ativo,struggling-seller,374,2914,121,241,1,2,nao,nao,nao
102469,ativo,no-seller,473,921,0,0,0,0,nao,nao,nao
102470,ativo,struggling-seller,626,757,284,691,2,5,nao,nao,nao
102471,ativo,tiny-seller,572,2461,2248,4820,6,14,nao,nao,nao
102472,ativo,tiny-seller,40,66,792,2840,3,10,nao,sim,nao
102473,ativo,struggling-seller,268,1548,232,489,2,4,nao,sim,nao
102474,cancelado,small-seller,188,235,12455,44394,36,120,nao,nao,nao
102475,ativo,tiny-seller,61,124,2048,6760,7,25,nao,nao,nao
102476,trial,struggling-seller,800,834,0,110,0,1,nao,nao,nao
102477,ativo,no-seller,95,416,0,0,0,0,nao,nao,nao
102478,ativo,no-seller,634,1594,0,0,0,0,sim,nao,nao
102479,ativo,no-seller,75,76,0,0,0,0,nao,nao,nao
102480,ativo,struggling-seller,660,723,224,1103,1,5,nao,nao,sim
102481,ativo,no-seller,744,3096,0,0,0,0,nao,nao,nao
102482,ativo,tiny-seller,641,2323,2042,7525,5,19,nao,nao,sim
102483,ativo,struggling-seller,297,1535,0,150,0,1,nao,nao,sim
102484,ativo,no-seller,400,628,0,0,0,0,nao,nao,nao
102485,ativo,struggling-seller,235,326,124,248,1,2,sim,nao,nao
102486,ativo,tiny-seller,225,270,595,2307,2,7,nao,nao,nao
102487,ativo,medium-seller,309,385,50215,129642,155,402,sim,sim,nao
102488,ativo,no-seller,26,52,0,0,0,0,nao,nao,nao
102489,ativo,tiny-seller,273,400,2724,7345,8,22,sim,nao,nao
102490,ativo,small-seller,709,2598,5938,13486,20,49,nao,nao,nao
102491,ativo,struggling-seller,96,124,144,311,1,2,nao,sim,nao
102492,ativo,no-seller,159,335,0,0,0,0,nao,nao,nao
102493,ativo,no-seller,100,1280,0,0,0,0,nao,nao,sim
102494,ativo,no-seller,176,493,0,0,0,0,nao,nao,nao
102495,ativo,no-seller,4,614,0,0,0,0,nao,sim,nao
102496,ativo,no-seller,278,458,0,0,0,0,sim,nao,nao
102497,ativo,no-seller,195,413,0,0,0,0,sim,nao,nao
102498,ativo,small-seller,66,67,6633,21508,35,108,nao,nao,nao
102499,ativo,no-seller,797,2081,0,0,0,0,nao,nao,nao
102500,ativo,no-seller,18,42,0,0,0,0,nao,nao,nao
102501,ativo,large-seller,362,2069,377233,1073374,546,1441,nao,nao,nao
102502,ativo,tiny-seller,273,521,1660,4464,11,28,nao,nao,sim
102503,ativo,tiny-seller,21,955,1240,3769,9,25,nao,nao,nao
102504,ativo,tiny-seller,17,38,2109,5710,8,23,nao,nao,nao
102505,ativo,struggling-seller,92,257,560,1333,2,5,nao,nao,nao
102506,ativo,no-seller,256,305,0,0,0,0,sim,sim,nao
102507,churnado,small-seller,735,2380,11412,39038,44,141,nao,sim,nao
102508,ativo,no-seller,35,122,0,0,0,0,nao,nao,nao
